team_id,gw,points,bench,gw_rank,transfers,hits,total_points,overall_ank,team_value,chip
4170222,7,30,0,6458991,3,4,428,944291,101.7,
4170222,8,56,0,2613127,2,4,480,1035926,101.8,
4170222,9,101,0,369341,1,0,581,573509,101.8,
4170222,10,51,0,2053587,1,0,632,482152,102.0,
4170222,11,48,0,2780153,1,0,680,535004,101.7,
4170222,12,71,6,1507239,0,0,751,476959,102.0,
4170222,13,30,0,7493653,3,4,777,815049,102.2,
4170222,14,53,0,5927634,0,0,830,1029706,102.2,
4170222,15,43,10,4454324,3,4,869,1173096,101.7,
4170222,16,63,1,3044192,4,12,920,1383543,101.7,
4170222,17,61,0,1298935,2,4,977,1295829,102.3,
4170222,18,55,0,1622564,3,8,1024,1279776,101.8,
4170222,19,62,6,470779,0,0,1086,977661,102.1,freehit
4170222,20,27,0,7102502,2,4,1109,1169930,101.9,
4170222,21,60,0,1754007,2,4,1165,1166122,101.5,
4170222,22,58,2,2818301,0,0,1223,1135690,101.9,freehit
4170222,23,27,0,7207540,4,12,1238,1399719,101.7,
4170222,24,43,16,5353750,2,4,1277,1694439,102.0,
4170222,25,56,0,2654029,3,8,1325,1728594,102.2,
4170222,26,124,0,1211879,2,4,1445,1501081,102.0,3xc
4170222,27,32,0,6447261,0,0,1477,1621477,102.0,
4170222,28,99,7,1077251,5,12,1564,1512661,101.8,
4170222,29,106,1,280810,4,12,1658,1379400,102.2,
4170222,30,49,0,1720229,0,0,1707,1313910,102.3,
4170222,31,34,0,7120861,2,0,1741,1426342,102.4,
4170222,32,61,6,2118885,1,0,1802,1380555,102.1,
4170222,33,58,2,5381218,1,0,1860,1445718,102.0,
4170222,34,67,5,1390321,2,4,1923,1362607,101.9,
4170222,35,34,2,6943237,0,0,1957,1461823,101.3,wildcard
4170222,36,104,0,1442577,0,0,2061,1353299,101.8,bboost
4170222,37,71,3,1070920,2,0,2132,1223828,101.7,
4145506,1,89,0,1281019,0,0,89,1281016,100.0,
4145506,2,63,0,2281504,0,0,152,1166682,100.2,
4145506,3,65,1,1608569,2,0,217,982391,100.1,
4145506,4,64,0,2458411,1,0,281,845180,100.1,
4145506,5,49,7,5418285,0,0,330,1221013,99.8,wildcard
4145506,6,39,7,5397765,2,4,365,1659958,100.6,
4145506,7,44,4,2448106,2,4,405,1733572,100.8,
4145506,8,59,6,1863247,2,4,460,1681872,101.0,
4145506,9,105,0,234752,2,4,561,1011825,101.0,
4145506,10,50,0,2313974,2,4,607,963948,101.0,
4145506,11,51,2,2106228,1,0,658,912042,101.1,
4145506,12,56,0,4683320,3,8,706,1231848,101.0,
4145506,13,31,0,7331815,2,4,733,1693078,101.3,
4145506,14,52,0,6266100,2,4,781,2088103,101.4,
4145506,15,43,0,4355440,1,0,824,2134884,101.4,
4145506,16,61,0,3433015,3,8,877,2287264,101.3,
4145506,17,43,0,5066367,1,0,920,2425169,101.5,
4145506,18,77,0,77392,0,0,997,1742168,101.3,freehit
4145506,19,33,0,5147544,3,8,1022,1994528,100.9,
4145506,20,41,0,3225349,1,0,1063,1912289,101.2,
4145506,21,30,0,7400244,0,0,1093,2286529,101.3,
4145506,22,73,0,882832,0,0,1166,1943604,100.5,wildcard
4145506,23,31,0,5935269,2,4,1193,2076563,100.8,
4145506,24,71,2,1465249,1,0,1264,1877531,101.1,
4145506,25,37,0,6830557,2,4,1297,2117944,100.9,
4145506,26,142,2,312488,1,0,1439,1566922,100.9,3xc
4145506,27,69,6,150764,2,4,1504,1333003,100.8,
4145506,28,57,4,5960844,1,0,1561,1541815,101.0,
4145506,29,77,14,3798642,2,4,1634,1610094,100.8,
4145506,30,50,0,1632216,0,0,1684,1514236,100.8,
4145506,31,54,0,1836404,1,0,1738,1451075,101.1,
4145506,32,52,14,3709346,3,4,1786,1516873,101.2,
4145506,33,68,3,3614625,1,0,1854,1496608,101.7,
4145506,34,54,3,3815213,3,8,1900,1556529,101.4,
4145506,35,36,3,6666380,2,4,1932,1679129,101.2,
4145506,36,94,0,2306724,2,4,2022,1666311,101.5,bboost
4145506,37,76,8,810111,0,0,2098,1463793,101.5,freehit
2706106,1,79,6,2329403,0,0,79,2329400,100.0,
2706106,2,73,3,930868,0,0,152,1166682,100.2,
2706106,3,60,0,2714872,2,0,212,1187442,100.2,
2706106,4,51,14,5389169,0,0,263,1532284,100.1,wildcard
2706106,5,61,16,2677551,1,0,324,1456355,100.0,
2706106,6,48,16,2454737,0,0,372,1374261,100.4,
2706106,7,38,4,4122687,1,0,410,1525440,100.7,
2706106,8,49,4,4408265,1,0,459,1697330,100.7,
2706106,9,60,14,4845733,2,0,519,2220417,100.7,
2706106,10,29,0,7576069,2,4,544,2740293,101.0,
2706106,11,51,2,2106228,1,0,595,2523340,101.0,
2706106,12,60,14,3608187,0,0,655,2495129,100.8,
2706106,13,60,3,1025254,2,0,715,2121394,100.6,
2706106,14,66,3,2757717,0,0,781,2075614,100.6,
2706106,15,57,1,911254,0,0,838,1799718,100.7,
2706106,16,69,0,1910916,3,4,903,1712597,100.6,
2706106,17,43,0,4927807,0,0,946,1869300,101.1,
2706106,18,22,0,7286530,0,0,968,2289569,101.0,
2706106,19,35,0,4461891,0,0,1003,2340084,100.7,
2706106,20,29,6,6582383,1,0,1032,2480442,100.7,
2706106,21,57,7,2039790,3,4,1085,2421772,100.3,
2706106,22,64,2,1827945,0,0,1149,2214920,100.4,freehit
2706106,23,47,2,1104928,2,4,1192,2086715,100.2,
2706106,24,71,3,1418624,0,0,1263,1885596,100.8,
2706106,25,49,2,4109977,2,0,1312,1898822,100.3,
2706106,26,61,3,6361106,0,0,1373,2386576,99.9,
2706106,27,35,0,5670377,0,0,1408,2465961,99.9,
2706106,28,34,23,8543017,0,0,1442,2955891,99.5,
2706106,29,58,22,6927238,0,0,1500,3166059,99.4,
2706106,30,11,0,6814008,0,0,1511,3387167,99.3,
2706106,31,55,5,1543376,0,0,1566,3268278,99.2,
2706106,32,22,11,8733059,0,0,1588,3602208,99.1,
2706106,33,49,5,6657951,0,0,1637,3794922,98.9,
2706106,34,45,6,5773739,0,0,1682,3855098,98.9,
2706106,35,57,9,1529581,0,0,1739,3706522,98.9,
2706106,36,69,12,5635135,0,0,1808,3798600,98.8,
2706106,37,27,0,6963136,0,0,1835,3932530,98.8,
