Understat_ID,FPL_ID,Understat_Name,FPL_Name,season
6923,479,Mohammed Salisu,Mohammed Salisu,2020-21
6932,654,Okay Yokuslu,Okay Yokuslu,2020-21
6962,573,Robin Olsen,Robin Olsen,2020-21
7077,525,Denis Odoi,Denis Odoi,2020-21
7078,480,Sean Longstaff,Sean Longstaff,2020-21
7184,176,Tim Ream,Tim Ream,2020-21
7187,542,Sergio Reguilón,Sergio Reguilón,2020-21
7280,378,Yan Valery,Yan Valery,2020-21
7298,74,Ben White,Ben White,2020-21
7326,598,Kayne Ramsay,Kayne Ramsay,2020-21
7332,470,Max Kilman,Max Kilman,2020-21
7376,652,Ozan Kabak,Ozan Kabak,2020-21
7383,535,Josh Benson,Josh Benson,2020-21
7459,583,Will Norris,Will Norris,2020-21
7589,561,Wesley Fofana,Wesley Fofana,2020-21
7689,566,Ben Godfrey,Ben Godfrey,2020-21
7691,513,Jamal Lewis,Jamal Lewis,2020-21
7702,305,Dean Henderson,Dean Henderson,2020-21
7703,353,John Egan,John Egan,2020-21
7704,345,Chris Basham,Chris Basham,2020-21
7705,354,Jack O&#039;Connell,Jack O'Connell,2020-21
7706,351,George Baldock,George Baldock,2020-21
7707,347,Enda Stevens,Enda Stevens,2020-21
7708,355,John Lundstram,John Lundstram,2020-21
7709,346,John Fleck,John Fleck,2020-21
7710,349,Oliver Norwood,Oliver Norwood,2020-21
7724,48,Wesley,Wesley Moraes,2020-21
7817,538,Zack Steffen,Zack Steffen,2020-21
7904,560,Caoimhin Kelleher,Caoimhin Kelleher,2020-21
7983,590,Daniel N&#039;Lundulu,Daniel N'Lundulu,2020-21
7988,124,Billy Gilmour,Billy Gilmour,2020-21
8016,487,Matthew Longstaff,Matthew Longstaff,2020-21
8040,44,Marvelous Nakamba,Marvelous Nakamba,2020-21
8045,288,Eric Garcia,Eric Garcia,2020-21
8075,318,Brandon Williams,Brandon Williams,2020-21
8109,559,Niels Nkounkou,Niels Nkounkou,2020-21
8127,640,Amad Diallo Traore,Amad Diallo,2020-21
8150,168,Anthony Gordon,Anthony Gordon,2020-21
8158,608,Scott Carson,Scott Carson,2020-21
8180,581,Owen Otasowie,Owen Otasowie,2020-21
8204,264,Neco Williams,Neco Williams,2020-21
8222,402,Japhet Tanganga,Japhet Tanganga,2020-21
8224,379,William Smallbone,William Smallbone,2020-21
8227,467,Oskar Buur,Oskar Buur,2020-21
8286,352,Jack Robinson,Jack Robinson,2020-21
8323,98,Josh Brownhill,Josh Brownhill,2020-21
8351,545,Ki-Jana Hoever,Ki-Jana Hoever,2020-21
8366,167,João Virgínia,João Virgínia,2020-21
8380,10,Pablo Marí,Pablo Marí,2020-21
8482,99,Bailey Peacock-Farrell,Bailey Peacock-Farrell,2020-21
8493,380,Jake Vokins,Jake Vokins,2020-21
8511,643,Alexandre Jankewitz,Alexandre Jankewitz,2020-21
8566,613,Joel Mumbongo,Joel Mumbongo,2020-21
8704,186,Marek Rodák,Marek Rodák,2020-21
8715,213,Illan Meslier,Illan Meslier,2020-21
8716,197,Luke Ayling,Luke Ayling,2020-21
8721,210,Jamie Shackleton,Jamie Shackleton,2020-21
8723,209,Ian Poveda-Ocampo,Ian Carlo Poveda-Ocampo,2020-21
8756,425,Dara O&#039;Shea,Dara O'Shea,2020-21
8757,413,Romaine Sawyers,Romaine Sawyers,2020-21
8758,421,Kyle Edwards,Kyle Edwards,2020-21
8777,515,Vitinha,Vitor Ferreira,2020-21
8852,242,Konstantinos Tsimikas,Konstantinos Tsimikas,2020-21
8864,496,Matthew Cash,Matthew Cash,2020-21
8868,539,Liam Delap,Liam Delap,2020-21
8905,418,Conor Townsend,Conor Townsend,2020-21
8918,511,Max Lowe,Max Lowe,2020-21
8919,214,Leif Davis,Leif Davis,2020-21
8940,484,Antonee Robinson,Antonee Robinson,2020-21
8941,554,Jacob Ramsey,Jacob Ramsey,2020-21
8965,558,Vladimir Coufal,Vladimir Coufal,2020-21
8966,555,Filip Krovinovic,Filip Krovinovic,2020-21
9082,592,Lewis Richardson,Lewis Richardson,2020-21
9086,594,Rhys Williams,Rhys Williams,2020-21
9098,597,Robert Sánchez,Robert Sánchez,2020-21
9099,574,Andi Zeqiri,Andi Zeqiri,2020-21
9154,602,Elliot Anderson,Elliot Anderson,2020-21
9209,610,Theo Corbeanu,Theo Corbeanu,2020-21
9219,619,Niall Huggins,Niall Huggins,2020-21
9222,618,Antwoine Hackford,Antwoine Hackford,2020-21
9249,627,Percy Tau,Percy Tau,2020-21
9250,630,Reda Khadra,Reda Khadra,2020-21
9256,636,Caleb Watts,Caleb Watts,2020-21
9257,635,Allan Tchaptchet,Allan Tchaptchet,2020-21
9284,628,Jakub Moder,Jakub Moder,2020-21
9307,656,Iliman Ndiaye,Iliman Ndiaye,2020-21
9311,661,Thakgalo Leshabela,Thakgalo Leshabela,2020-21
9332,666,Dane Scarlett,Dane Scarlett,2020-21
9356,672,Carney Chukwuemeka,Carney Chukwuemeka,2020-21
9359,673,Shola Shoretire,Shola Shoretire,2020-21
9395,676,Sidnei Tavares,Sidnei Tavares,2020-21
9406,680,Nathan Broadhead,Nathan Broadhead,2020-21
9415,683,Jaden Philogene-Bidace,Jaden Philogene-Bidace,2020-21
9423,685,Gaetano Berardi,Gaetano Berardi,2020-21
9540,705,Femi Seriki,Femi Seriki,2020-21
9552,708,Tyrese Francois,Tyrese Francois,2020-21
9557,713,William Fish,William Fish,2020-21
9558,712,Hannibal Mejbri,Hannibal Mejbri,2020-21
-1,1,,Mesut Özil,2020-21
-1,2,,Sokratis Papastathopoulos,2020-21
-1,19,,Lucas Torreira,2020-21
-1,25,,Matteo Guendouzi,2020-21
-1,27,,William Saliba,2020-21
-1,527,,Matt Macey,2020-21
-1,689,,Miguel Azeez,2020-21
-1,28,,Tom Heaton,2020-21
-1,30,,Henri Lansbury,2020-21
4475,32,Jed Steer,Jed Steer,2020-21
-1,34,,José Ignacio Peleteiro Romallo,2020-21
-1,35,,Ørjan Nyland,2020-21
-1,36,,Bjorn Engels,2020-21
-1,43,,James Bree,2020-21
-1,47,,Frédéric Guilbert,2020-21
-1,49,,Mbwana Samatta,2020-21
-1,51,,Indiana Vassilev,2020-21
-1,671,,Kaine Hayden,2020-21
-1,53,,Glenn Murray,2020-21
6047,58,Shane Duffy,Shane Duffy,2020-21
-1,60,,Aaron Mooy,2020-21
-1,63,,Martín Montoya,2020-21
-1,64,,Florin Andone,2020-21
-1,73,,Matthew Clarke,2020-21
-1,503,,Christian Walton,2020-21
7235,528,Jason Steele,Jason Steele,2020-21
-1,631,,Teddy Jenks,2020-21
-1,632,,Max Sanders,2020-21
-1,633,,Jensen Weir,2020-21
-1,662,,Thomas McGill,2020-21
-1,663,,Michal Karbownik,2020-21
9453,664,Moisés Caicedo,Moisés Caicedo,2020-21
1707,94,Ben Gibson,Ben Gibson,2020-21
-1,520,,Bobby Thomas,2020-21
-1,536,,Anthony Driscoll-Glennon,2020-21
-1,551,,Mace Goodridge,2020-21
-1,591,,Max Thompson,2020-21
-1,612,,Anthony Mancini,2020-21
-1,658,,Richard Nartey,2020-21
-1,593,,Karlo Ziger,2020-21
-1,605,,Faustino Anjorin,2020-21
-1,698,,Valentino Livramento,2020-21
509,126,Wayne Hennessey,Wayne Hennessey,2020-21
-1,136,,Connor Wickham,2020-21
-1,143,,Max Meyer,2020-21
6451,145,Nathan Ferguson,Nathan Ferguson,2020-21
-1,147,,Brandon Pierrick,2020-21
-1,522,,Sam Woods,2020-21
-1,534,,Ryan Inniss,2020-21
-1,578,,Stephen Henderson,2020-21
-1,675,,Reece Hannam,2020-21
9461,688,Jesurun Rak-Sakyi,Jesurun Rak-Sakyi,2020-21
3468,151,Jonas Lössl,Jonas Lössl,2020-21
8476,170,Jarrad Branthwaite,Jarrad Branthwaite,2020-21
8582,596,Ellis Simms,Ellis Simms,2020-21
9287,644,Tyler Onyango,Tyler Onyango,2020-21
-1,679,,Kyle John,2020-21
-1,681,,Ryan Astley,2020-21
-1,682,,Harry Tyrer,2020-21
-1,690,,Reece Welch,2020-21
9470,691,Isaac Price,Isaac Price,2020-21
-1,171,,Fabricio Agosto Ramírez,2020-21
-1,172,,Kevin McDonald,2020-21
-1,174,,Stefan Johansen,2020-21
-1,177,,Anthony Knockaert,2020-21
-1,179,,Cyrus Christie,2020-21
-1,183,,Marcus Bettinelli,2020-21
-1,185,,Alfie Mawson,2020-21
-1,189,,Jean Michaël Seri,2020-21
-1,192,,Zeze Steven Sessegnon,2020-21
-1,707,,Sylvester Jasper,2020-21
-1,220,,Adrien Silva,2020-21
-1,222,,Matty James,2020-21
473,223,Danny Ward,Danny Ward,2020-21
-1,237,,Filip Benkovic,2020-21
-1,660,,Vontae Daley-Campbell,2020-21
-1,684,,Shane Flynn,2020-21
-1,687,,Thanawat Suengchitthawon,2020-21
-1,703,,Tawanda Maswanhise,2020-21
-1,196,,Barry Douglas,2020-21
1711,199,Adam Forshaw,Adam Forshaw,2020-21
-1,207,,Jay-Roy Grot,2020-21
-1,208,,Kamil Miazek,2020-21
-1,212,,Jordan Stevens,2020-21
-1,215,,Oliver Casey,2020-21
-1,532,,Elia Caprile,2020-21
-1,533,,Mateusz Bogusz,2020-21
-1,599,,Jack Jenkins,2020-21
9220,620,Charlie Cresswell,Charlie Cresswell,2020-21
9339,667,Joe Gelhardt,Joe Gelhardt,2020-21
9493,692,Sam Greenwood,Sam Greenwood,2020-21
9492,693,Crysencio Summerville,Crysencio Summerville,2020-21
9499,694,Cody Drameh,Cody Drameh,2020-21
-1,257,,Harry Wilson,2020-21
7546,265,Harvey Elliott,Harvey Elliott,2020-21
-1,601,,Leighton Clarkson,2020-21
-1,607,,Jake Cain,2020-21
-1,677,,Liam Hughes,2020-21
-1,678,,Jakub Ojrzynski,2020-21
-1,696,,Ben Woodburn,2020-21
-1,697,,Billy Koumetio,2020-21
-1,267,,Claudio Bravo,2020-21
-1,269,,Nicolás Otamendi,2020-21
-1,285,,Tommy Doyle,2020-21
-1,537,,Adrián Bernabé,2020-21
8497,552,Cole Palmer,Cole Palmer,2020-21
-1,595,,James Trafford,2020-21
-1,609,,Felix Nmecha,2020-21
-1,622,,Luke Mbete,2020-21
-1,623,,Taylor Harwood-Bellis,2020-21
-1,659,,Claudio Gomes,2020-21
-1,289,,Sergio Romero,2020-21
-1,292,,Chris Smalling,2020-21
-1,294,,Marcos Rojo,2020-21
951,297,Phil Jones,Phil Jones,2020-21
1228,302,Bruno Fernandes,Bruno Miguel Borges Fernandes,2020-21
-1,304,,Andreas Pereira,2020-21
7281,314,Diogo Dalot,José Diogo Dalot Teixeira,2020-21
-1,316,,Tahith Chong,2020-21
-1,317,,James Garner,2020-21
-1,319,,Teden Mengi,2020-21
-1,575,,Facundo Pellistri,2020-21
-1,604,,Lee Grant,2020-21
-1,686,,Nathan Bishop,2020-21
-1,327,,Florian Lejeune,2020-21
-1,330,,Christian Atsu,2020-21
-1,337,,Rolando Aarons,2020-21
-1,341,,Yoshinori Muto,2020-21
-1,342,,Kelland Watts,2020-21
-1,488,,Mark Gillespie,2020-21
-1,606,,Daniel Langley,2020-21
-1,348,,Simon Moore,2020-21
-1,350,,Wes Foderingham,2020-21
-1,354,,Jack O'Connell,2020-21
-1,477,,Luke Freeman,2020-21
-1,580,,Michael Verrips,2020-21
-1,646,,Kyron Gordon,2020-21
-1,657,,Zak Brunt,2020-21
-1,670,,Frankie Maguire,2020-21
-1,704,,Harry Boyes,2020-21
-1,711,,William Osula,2020-21
5544,371,Angus Gunn,Angus Gunn,2020-21
-1,372,,Sofiane Boufal,2020-21
-1,374,,Josh Sims,2020-21
-1,624,,Kgaogelo Chauke,2020-21
-1,625,,Harry Lewis,2020-21
-1,634,,Will Ferry,2020-21
-1,655,,Ryan Finnigan,2020-21
641,384,Danny Rose,Danny Rose,2020-21
-1,393,,Paulo Gazzaniga,2020-21
6837,399,Ryan Sessegnon,Ryan Sessegnon,2020-21
-1,401,,Gedson Carvalho Fernandes,2020-21
7198,404,Oliver Skipp,Oliver Skipp,2020-21
-1,406,,Juan Foyth,2020-21
-1,482,,Joe Hart,2020-21
-1,521,,Cameron Carter-Vickers,2020-21
-1,650,,Alfie Devine,2020-21
-1,710,,Nile John,2020-21
-1,416,,Kenneth Zohore,2020-21
-1,420,,Jonathan Leko,2020-21
-1,425,,Dara O'Shea,2020-21
-1,499,,Cedric Kipre,2020-21
-1,621,,Cheikh Diaby,2020-21
-1,639,,Andy Lonergan,2020-21
-1,700,,Caleb Taylor,2020-21
-1,701,,Taylor Gardner-Hickman,2020-21
-1,706,,Toby King,2020-21
9554,709,Tim Iroegbunam,Tim Iroegbunam,2020-21
-1,429,,David Martin,2020-21
-1,433,,Roberto Jimenez Gago,2020-21
-1,434,,Jack Wilshere,2020-21
-1,444,,Jordan Hugill,2020-21
-1,447,,Albian Ajeti,2020-21
-1,637,,Frederik Alves,2020-21
-1,638,,Ademipo Odubeko,2020-21
-1,668,,Conor Coventry,2020-21
-1,669,,Jamal Baptiste,2020-21
-1,674,,Nathan Trott,2020-21
-1,456,,Ryan Bennett,2020-21
-1,463,,Léo Bonatini,2020-21
-1,472,,Matija Sarkic,2020-21
-1,475,,Bruno André Cavaco Jordao,2020-21
-1,476,,Leonardo Campana,2020-21
-1,553,,Meritan Shabani,2020-21
-1,611,,Taylor Perry,2020-21
8179,614,Luke Cundle,Luke Cundle,2020-21
-1,615,,Lewis Richards,2020-21
-1,616,,Christian Marques,2020-21
-1,617,,Andreas Söndergaard,2020-21
-1,629,,Nigel Lonwijk,2020-21
-1,649,,Hugo Bueno,2020-21
-1,653,Ben Davies,Ben Davies,2020-21
453,359,Son Heung-Min,Heung-Min Son,2021-22
1250,233,Mohamed Salah,Mohamed Salah,2021-22
2371,579,Cristiano Ronaldo,Cristiano Ronaldo dos Santos Aveiro,2021-22
647,357,Harry Kane,Harry Kane,2021-22
838,230,Sadio Mané,Sadio Mané,2021-22
447,251,Kevin De Bruyne,Kevin De Bruyne,2021-22
755,205,Jamie Vardy,Jamie Vardy,2021-22
6854,240,Diogo Jota,Diogo Jota,2021-22
522,154,Wilfried Zaha,Wilfried Zaha,2021-22
618,255,Raheem Sterling,Raheem Sterling,2021-22
998,78,Ivan Toney,Ivan Toney,2021-22
1776,420,Jarrod Bowen,Jarrod Bowen,2021-22
6818,212,James Maddison,James Maddison,2021-22
750,254,Riyad Mahrez,Riyad Mahrez,2021-22
7322,22,Bukayo Saka,Bukayo Saka,2021-22
7696,315,Teemu Pukki,Teemu Pukki,2021-22
7768,138,Mason Mount,Mason Mount,2021-22
8026,196,Raphinha,Raphael Dias Belloli,2021-22
8865,40,Ollie Watkins,Ollie Watkins,2021-22
531,413,Michail Antonio,Michail Antonio,2021-22
843,341,James Ward-Prowse,James Ward-Prowse,2021-22
1228,277,Bruno Fernandes,Bruno Miguel Borges Fernandes,2021-22
6026,180,Richarlison,Richarlison de Andrade,2021-22
7230,21,Emile Smith-Rowe,Emile Smith Rowe,2021-22
9301,450,Emmanuel Dennis,Emmanuel Dennis,2021-22
3278,578,Maxwel Cornet,Maxwel Cornet,2021-22
6055,265,Phil Foden,Phil Foden,2021-22
314,250,Ilkay Gündogan,Ilkay Gündogan,2021-22
468,296,Callum Wilson,Callum Wilson,2021-22
594,529,Romelu Lukaku,Romelu Lukaku,2021-22
3585,419,Said Benrahma,Saïd Benrahma,2021-22
3621,63,Neal Maupay,Neal Maupay,2021-22
3635,261,Bernardo Silva,Bernardo Mota Veiga de Carvalho e Silva,2021-22
5220,141,Kai Havertz,Kai Havertz,2021-22
5543,263,Gabriel Jesus,Gabriel Fernando de Jesus,2021-22
7698,64,Leandro Trossard,Leandro Trossard,2021-22
8720,267,Jack Harrison,Jack Harrison,2021-22
9040,144,Conor Gallagher,Conor Gallagher,2021-22
986,337,Danny Ings,Danny Ings,2021-22
2496,266,Rodri,Rodrigo Hernandez,2021-22
2517,558,Martin Odegaard,Martin Ødegaard,2021-22
5786,524,Yoane Wissa,Yoane Wissa,2021-22
7700,345,Che Adams,Che Adams,2021-22
501,447,Danny Welbeck,Danny Welbeck,2021-22
1389,123,Jorginho,Jorge Luiz Frello Filho,2021-22
2335,423,Pablo Fornals,Pablo Fornals,2021-22
2381,187,Rodrigo,Rodrigo Moreno,2021-22
2662,137,Christian Pulisic,Christian Pulisic,2021-22
3697,586,Odsonne Edouard,Odsonne Edouard,2021-22
4105,430,Raúl Jiménez,Raúl Jiménez,2021-22
5556,587,Ademola Lookman,Ademola Lookman,2021-22
5956,210,Youri Tielemans,Youri Tielemans,2021-22
6681,215,Harvey Barnes,Harvey Barnes,2021-22
7752,26,Gabriel Martinelli,Gabriel Teodoro Martinelli Silva,2021-22
8384,518,Armando Broja,Armando Broja,2021-22
8941,51,Jacob Ramsey,Jacob Ramsey,2021-22
101,307,Allan Saint-Maximin,Allan Saint-Maximin,2021-22
465,468,Joshua King,Joshua King,2021-22
482,228,Roberto Firmino,Roberto Firmino,2021-22
488,681,Philippe Coutinho,Philippe Coutinho Correia,2021-22
535,416,Manuel Lanzini,Manuel Lanzini,2021-22
762,484,Demarai Gray,Demarai Gray,2021-22
3420,232,Fabinho,Fabio Henrique Tavares,2021-22
4456,109,Chris Wood,Chris Wood,2021-22
5555,177,Dominic Calvert-Lewin,Dominic Calvert-Lewin,2021-22
5613,23,Gabriel,Gabriel Magalhães,2021-22
5675,399,Ismaila Sarr,Ismaila Sarr,2021-22
5735,159,Jean-Philippe Mateta,Jean-Philippe Mateta,2021-22
6482,20,Eddie Nketiah,Edward Nketiah,2021-22
6691,701,Dejan Kulusevski,Dejan Kulusevski,2021-22
6954,472,Juan Camilo Hernández,Juan Camilo Hernández Suárez,2021-22
7490,289,Mason Greenwood,Mason Greenwood,2021-22
8067,142,Reece James,Reece James,2021-22
